1	0	0.028
1	1	0.016
1	2	0.009
1	3	0.009
1	4	0.009
1	5	0.009
1	6	0.009
1	7	0.009
1	8	0.009
1	9	0.009
2	0	0.032
2	1	0.019
2	2	0.029
2	3	0.017
2	4	0.022
2	5	0.030
2	6	0.022
2	7	0.022
2	8	0.067
2	9	0.023
3	0	0.124
3	1	0.095
3	2	0.089
3	3	0.096
3	4	0.052
3	5	0.057
3	6	0.043
3	7	0.163
3	8	0.046
3	9	0.089
4	0	0.167
4	1	0.156
4	2	0.567
4	3	0.527
4	4	0.350
4	5	0.412
4	6	0.151
4	7	0.467
4	8	0.394
4	9	0.299
5	0	0.305
5	1	0.368
5	2	0.236
5	3	0.585
5	4	0.436
5	5	0.557
5	6	0.418
5	7	0.310
5	8	0.470
5	9	0.515
6	0	0.727
6	1	0.413
6	2	0.411
6	3	0.583
6	4	1.033
6	5	0.793
6	6	0.328
6	7	1.058
6	8	0.426
6	9	0.515
7	0	0.638
7	1	1.121
7	2	0.685
7	3	1.180
7	4	1.253
7	5	0.468
7	6	1.112
7	7	1.097
7	8	0.605
7	9	1.736
8	0	0.640
8	1	2.643
8	2	1.230
8	3	1.045
8	4	1.581
8	5	1.206
8	6	0.996
8	7	1.142
8	8	1.962
8	9	1.650
9	0	1.513
9	1	2.573
9	2	1.205
9	3	1.786
9	4	0.793
9	5	1.008
9	6	1.358
9	7	2.263
9	8	2.555
9	9	1.239
10	0	1.179
10	1	2.323
10	2	1.399
10	3	1.146
10	4	1.388
10	5	2.578
10	6	1.797
10	7	1.746
10	8	1.727
10	9	1.425
11	0	1.265
11	1	1.804
11	2	2.181
11	3	3.063
11	4	2.112
11	5	1.448
11	6	3.666
11	7	1.973
11	8	2.227
11	9	2.015
12	0	4.103
12	1	1.704
12	2	4.541
12	3	1.644
12	4	2.774
12	5	2.995
12	6	2.150
12	7	2.428
12	8	3.703
12	9	2.297
13	0	2.734
13	1	2.412
13	2	4.494
13	3	2.071
13	4	3.122
13	5	1.355
13	6	2.185
13	7	2.504
13	8	2.171
13	9	4.218
14	0	2.190
14	1	3.302
14	2	3.398
14	3	3.583
14	4	2.985
14	5	2.621
14	6	2.754
14	7	3.051
14	8	3.857
14	9	4.259
15	0	4.665
15	1	4.520
15	2	4.506
15	3	4.863
15	4	4.415
15	5	4.621
15	6	3.174
15	7	4.965
15	8	2.836
15	9	4.545
16	0	3.919
16	1	7.417
16	2	3.376
16	3	3.407
16	4	6.475
16	5	4.973
16	6	3.980
16	7	5.997
16	8	4.507
16	9	3.918
17	0	3.590
17	1	3.452
17	2	4.922
17	3	4.874
17	4	4.976
17	5	3.790
17	6	4.063
17	7	4.361
17	8	3.662
17	9	6.214
18	0	4.100
18	1	4.785
18	2	3.735
18	3	6.330
18	4	4.383
18	5	2.876
18	6	3.469
18	7	6.619
18	8	8.584
18	9	3.178
19	0	3.488
19	1	6.912
19	2	4.830
19	3	2.722
19	4	6.571
19	5	3.273
19	6	4.096
19	7	7.865
19	8	5.220
19	9	4.377
20	0	3.490
20	1	4.398
20	2	3.958
20	3	6.007
20	4	4.304
20	5	6.199
20	6	5.539
20	7	5.751
20	8	5.191
20	9	4.087
21	0	6.300
21	1	5.110
21	2	6.957
21	3	8.088
21	4	5.597
21	5	3.579
21	6	3.622
21	7	4.005
21	8	5.343
21	9	6.761
22	0	3.864
22	1	4.820
22	2	5.452
22	3	8.673
22	4	5.558
22	5	5.738
22	6	7.191
22	7	7.048
22	8	8.552
22	9	5.966
23	0	7.588
23	1	6.576
23	2	7.041
23	3	7.711
23	4	5.028
23	5	5.714
23	6	7.371
23	7	4.965
23	8	8.712
23	9	6.546
24	0	4.964
24	1	6.901
24	2	7.515
24	3	10.129
24	4	6.411
24	5	7.005
24	6	5.919
24	7	5.343
24	8	5.745
24	9	5.453
25	0	7.529
25	1	5.722
25	2	5.959
25	3	8.093
25	4	9.379
25	5	6.245
25	6	7.093
25	7	5.662
25	8	5.228
25	9	4.004
26	0	6.355
26	1	8.335
26	2	6.905
26	3	6.625
26	4	10.107
26	5	6.586
26	6	8.044
26	7	10.207
26	8	11.206
26	9	8.924
27	0	6.473
27	1	8.349
27	2	8.777
27	3	7.245
27	4	7.495
27	5	11.601
27	6	15.398
27	7	7.618
27	8	9.599
27	9	6.802
28	0	12.315
28	1	7.723
28	2	7.279
28	3	8.530
28	4	10.659
28	5	6.093
28	6	11.661
28	7	9.365
28	8	7.364
28	9	11.031
29	0	9.010
29	1	10.038
29	2	9.476
29	3	11.665
29	4	7.985
29	5	5.742
29	6	7.222
29	7	8.230
29	8	11.805
29	9	12.647
30	0	7.138
30	1	10.930
30	2	9.563
30	3	9.778
30	4	7.405
30	5	11.432
30	6	9.175
30	7	6.931
30	8	6.534
30	9	11.432
31	0	11.548
31	1	8.968
31	2	10.257
31	3	10.075
31	4	6.061
31	5	7.604
31	6	9.349
31	7	10.830
31	8	12.834
31	9	11.424
32	0	8.203
32	1	7.577
32	2	10.645
32	3	10.505
32	4	11.247
32	5	11.036
32	6	11.715
32	7	8.815
32	8	9.726
32	9	11.671
