1	0	0.025
1	1	0.016
1	2	0.010
1	3	0.010
1	4	0.010
1	5	0.010
1	6	0.010
1	7	0.009
1	8	0.009
1	9	0.009
2	0	5.330
2	1	1.799
2	2	6.999
2	3	1.689
2	4	2.157
2	5	3.480
2	6	2.562
2	7	1.845
2	8	48.698
2	9	2.696
3	0	252.966
3	1	75.543
3	2	7.503
3	3	9.295
3	4	22.684
3	5	32.099
3	6	8.355
3	7	167.617
3	8	21.113
3	9	81.004
4	0	475.904
4	1	4.746
4	2	197.874
4	3	267.352
4	4	461.912
4	5	6.007
4	6	260.494
4	7	3.465
4	8	273.058
4	9	303.169
5	0	107.903
5	1	1113.886
5	2	6.761
5	3	212.348
5	4	26.285
5	5	1035.817
5	6	239.218
5	7	147.893
5	8	585.348
5	9	694.111
6	0	340.804
6	1	665.149
6	2	379.697
